symbol,tsys,tsrow,bsc,hadj,ladj,win,lose,plmm,pldol,riskmm,pos
COST,M1,1,Buy,-0.15,0.2,4,0,29.75,1487.5,0.52,0
COST,M1,1,Buy,-0.2,-0.3,5,1,29.75,1487.5,1.48,0
COST,M1,1,Buy,-0.25,-0.35,5,1,29.75,1487.5,1.48,0
COST,M1,1,Buy,0.2,-0.5,5,0,29.5,1475,2.12,0
COST,M1,1,Buy,0.05,0.2,3,0,29.5,1475,0.64,0
COST,M1,1,Buy,0,-0.25,5,1,29.5,1475,0.16,0
COST,M1,1,Buy,0.25,-0.5,3,0,28.75,1437.5,2.12,0
COST,M1,1,Buy,-0.1,0.2,3,0,28.75,1437.5,0.64,0
COST,M1,1,Buy,-0.25,-0.4,5,1,28.75,1437.5,0.48,0
COST,M1,1,Buy,0.1,0.2,3,0,28.5,1425,0.64,0
COST,M1,1,Buy,0.05,0.1,4,1,28.5,1425,5.48,0
COST,M1,1,Buy,-0.05,-0.35,5,1,28.5,1425,1.48,0
COST,M1,1,Buy,-0.2,-0.35,5,1,28.5,1425,1.48,0
COST,M1,1,Buy,0.3,-0.5,3,0,28.25,1412.5,2.12,0
COST,M1,1,Buy,0.15,0.2,3,0,28,1400,0.64,0
COST,M1,1,Buy,0.1,-0.5,5,0,28,1400,2.12,0
COST,M1,1,Buy,0.05,-0.2,5,1,28,1400,2.48,0
COST,M1,1,Buy,0,-0.3,5,1,27.5,1375,1.48,0
COST,M1,1,Buy,-0.2,-0.4,5,1,27.5,1375,0.48,0
COST,M1,1,Buy,-0.15,-0.3,5,1,27.25,1362.5,1.48,0
COST,M1,1,Buy,0.15,-0.5,5,0,27,1350,2.12,0
COST,M1,1,Buy,0.05,-0.25,5,1,26.5,1325,0.16,0
COST,M1,1,Buy,0.15,0.3,3,0,26,1300,6.48,0
COST,M1,1,Buy,-0.15,-0.35,5,1,26,1300,1.48,0
COST,M1,1,Buy,0,-0.35,5,1,25.5,1275,1.48,0
COST,M1,1,Buy,-0.15,-0.4,5,1,25,1250,0.48,0
COST,M1,1,Buy,0.05,-0.3,5,1,24.5,1225,1.48,0
COST,M1,1,Buy,0.15,0.35,3,0,24.25,1212.5,7.48,0
COST,M1,1,Buy,0.2,0.2,3,0,24,1200,0.64,0
COST,M1,1,Buy,-0.1,-0.3,4,1,24,1200,1.48,0
COST,M1,1,Buy,-0.1,-0.35,4,1,23.25,1162.5,1.48,0
COST,M1,1,Buy,-0.1,-0.4,4,1,23,1150,0.48,0
COST,M1,1,Buy,0.15,0.4,3,0,22.75,1137.5,7.48,0
COST,M1,1,Buy,0.05,-0.35,5,1,22.5,1125,1.48,0
COST,M1,1,Buy,-0.05,-0.4,5,1,21.75,1087.5,0.48,0
COST,M1,1,Buy,-0.45,0.45,3,1,21.5,1075,1.4,0
COST,M1,1,Buy,-0.45,0.5,3,1,20.5,1025,4,0
COST,M1,1,Buy,0,-0.4,5,1,18.75,937.5,0.48,0
COST,M1,1,Buy,0.4,0.25,1,1,17.25,862.5,0.72,1
COST,M1,1,Buy,-0.5,0.45,2,1,17.25,862.5,1.4,0
COST,M1,1,Buy,0.35,0.25,1,1,16.25,812.5,0.72,1
COST,M1,1,Buy,-0.5,0.5,2,1,16.25,812.5,4,0
COST,M1,1,Buy,0.05,-0.4,5,1,15.75,787.5,0.48,0
COST,M1,1,Buy,-0.45,0.25,3,1,10.75,537.5,0.72,0
COST,M1,1,Buy,0.4,0.45,2,1,9,450,1.4,1
COST,M1,1,Buy,-0.5,0.25,2,1,7.75,387.5,0.72,0
COST,M1,1,Buy,0.35,0.45,2,1,7,350,1.4,1
COST,M1,1,Buy,0.4,0.5,2,1,6.75,337.5,5.4,1
COST,M1,1,Buy,-0.35,0.45,3,1,5.75,287.5,1.4,0
COST,M1,1,Buy,-0.4,0.45,2,1,5.75,287.5,1.4,0
COST,M1,1,Buy,0.35,0.5,2,1,4.75,237.5,5.4,1
COST,M1,1,Buy,-0.35,0.5,3,1,4.75,237.5,5.4,0
COST,M1,1,Buy,-0.4,0.5,2,1,4.75,237.5,5.4,0
COST,M1,1,Buy,0.5,0.4,0,0,0,0,23.36,1
COST,M1,1,Buy,0.5,0.35,0,0,0,0,17.36,1
COST,M1,1,Buy,0.5,0.3,0,0,0,0,11.36,1
COST,M1,1,Buy,0.45,0.4,0,0,0,0,23.36,1
COST,M1,1,Buy,0.45,0.35,0,0,0,0,17.36,1
COST,M1,1,Buy,0.45,0.3,0,0,0,0,11.36,1
COST,M1,1,Buy,-0.3,0.45,3,1,-4.25,-212.5,1.4,0
COST,M1,1,Buy,-0.25,0.45,3,1,-5,-250,1.4,0
COST,M1,1,Buy,-0.3,0.5,3,1,-5.25,-262.5,5.4,0
COST,M1,1,Buy,-0.25,0.5,3,1,-6,-300,5.4,0
COST,M1,1,Buy,-0.2,0.45,3,1,-6.25,-312.5,1.4,0
COST,M1,1,Buy,-0.35,0.25,3,1,-6.25,-312.5,0.72,0
COST,M1,1,Buy,-0.15,0.45,3,1,-7,-350,1.4,0
COST,M1,1,Buy,0.25,0.25,2,1,-7.25,-362.5,0.72,0
COST,M1,1,Buy,-0.2,0.5,3,1,-7.25,-362.5,5.4,0
COST,M1,1,Buy,0.3,0.25,2,1,-7.75,-387.5,0.72,0
